title,artist,material,material_group,width_cm,height_cm,area_cm2,country,period_raw,birth_year,death_year,period_mid_year,style,genre,estimate_low_eur,estimate_high_eur,estimate_mid_eur,sale_price_eur,price_category
Escape from Hong Kong,YE QIANYU,Unknown,Unknown,27.5,22.0,605.0,China,1907-1995,1907,1995,1951,Traditional Chinese Art,Traditional Chinese Painting,43841,65762,54801,80098,Premium
"Banana Plant, Rock, Bird and Bamboo",ZHANG DAQIAN,Unknown,Unknown,122.2,45.2,5523.44,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,44192,High
Plantain Lily,ZHANG DAQIAN,Unknown,Unknown,43.8,33.0,1445.4,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,8768,16441,12604,23477,High
Mount Huang,ZHANG SHANZI,Unknown,Unknown,65.5,32.5,2128.75,China,1882-1940,1882,1940,1911,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,9667,Medium
Five Colour Lotuses,YU FEI'AN,Unknown,Unknown,133.2,69.5,9257.4,China,1888-1959,1888,1959,1924,Traditional Chinese Art,Traditional Chinese Painting,109603,219207,164405,220961,Premium
Visiting Friends,CHEN SHAOMEI,Unknown,Unknown,91.6,9.4,861.04,China,1909-1954,1909,1954,1932,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,44192,High
Verdant Mountains,HUANG BINHONG,Unknown,Unknown,59.5,47.0,2796.5,China,1864-1955,1864,1955,1910,Traditional Chinese Art,Traditional Chinese Painting,109603,219207,164405,165720,Premium
Landscapes of Anhui,HUANG BINHONG,Unknown,Unknown,23.2,21.5,498.8,China,1864-1955,1864,1955,1910,Traditional Chinese Art,Traditional Chinese Painting,43841,65762,54801,52478,High
Landscapes after Old Masters,WU HUFAN,Unknown,Unknown,22.8,30.0,684.0,China,1894-1968,1894,1968,1931,Traditional Chinese Art,Traditional Chinese Painting,8768,10960,9864,52478,High
Calligraphy,PAN TIANSHOU,Unknown,Unknown,24.4,32.2,785.68,China,1897-1971,1897,1971,1934,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,16572,Medium
Landscape of Mount Yandang,LU YANSHAO,Unknown,Unknown,96.5,35.0,3377.5,China,1909-1993,1909,1993,1951,Traditional Chinese Art,Traditional Chinese Painting,76722,109603,93162,103575,Premium
Opera Figures,GUAN LIANG,Unknown,Unknown,33.3,69.0,2297.7,China,1900-1986,1900,1986,1943,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,12429,Medium
Dancing Lady,PANG XUNQIN,Unknown,Unknown,32.8,38.0,1246.4,China,1906-1985,1906,1985,1946,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,10358,Medium
Landscape,CHEN WEN HSI,Unknown,Unknown,176.0,95.6,16825.6,China,1906-1991,1906,1991,1948,Traditional Chinese Art,Traditional Chinese Painting,16441,27401,21921,75955,Premium
Plum Blossoms,HUANG YONGYU,Unknown,Unknown,201.5,38.5,7757.75,China,1924-2023,1924,2023,1974,Traditional Chinese Art,Traditional Chinese Painting,10960,21921,16440,41430,High
The Happy Prince in Retirement,HUANG YONGYU,Unknown,Unknown,99.0,99.0,9801.0,China,1924-2023,1924,2023,1974,Traditional Chinese Art,Traditional Chinese Painting,109603,164405,137004,138100,Premium
Moon Over Lake,HUANG YONGYU,Unknown,Unknown,144.0,150.0,21600.0,China,1924-2023,1924,2023,1974,Traditional Chinese Art,Traditional Chinese Painting,87683,175366,131524,,
Darwin,WEI XIAORONG,Unknown,Unknown,69.0,34.5,2380.5,China,B. 1957,1957,,1957,Traditional Chinese Art,Traditional Chinese Painting,43841,65762,54801,52478,High
Opera Figures,GUAN LIANG,Unknown,Unknown,17.1,16.1,275.31,China,1900-1986,1900,1986,1943,Traditional Chinese Art,Traditional Chinese Painting,10960,21921,16440,23477,High
Flowers and Birds,WANG XUETAO,Unknown,Unknown,36.0,26.0,936.0,China,1903-1984,1903,1984,1944,Traditional Chinese Art,Traditional Chinese Painting,10960,16441,13700,19334,High
Landscapes,QI GONG,Unknown,Unknown,31.0,20.0,620.0,China,1912-2005,1912,2005,1958,Traditional Chinese Art,Traditional Chinese Painting,16441,21921,19181,16572,Medium
Viewing Mountains,LI KERAN,Unknown,Unknown,51.0,33.5,1708.5,China,1907-1989,1907,1989,1948,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,69050,Premium
Portrait of A Lady,JIANG ZHAOHE,Unknown,Unknown,59.0,42.5,2507.5,China,1904-1986,1904,1986,1945,Traditional Chinese Art,Traditional Chinese Painting,43841,65762,54801,55240,Premium
Six-character Calligraphic Couplet in Running Script,ZHANG DAQIAN,Unknown,Unknown,100.1,19.1,1911.91,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,8768,17537,13152,30382,High
Five-characher Calligraphic Couplet in Seal Script,QI BAISHI,Unknown,Unknown,135.5,33.7,4566.35,China,1863-1957,1863,1957,1910,Traditional Chinese Art,Traditional Chinese Painting,43841,87683,65762,220961,Premium
Eight-character Calligraphic Couplet in Running Script,BAI JIAO,Unknown,Unknown,138.4,22.1,3058.64,China,1907-1969,1907,1969,1938,Traditional Chinese Art,Traditional Chinese Painting,2192,4384,3288,5800,Medium
"Plum Blossoms, Bamboo and Rock",MEI LANFANG,Unknown,Unknown,68.0,41.0,2788.0,China,1894-1961,1894,1961,1928,Traditional Chinese Art,Traditional Chinese Painting,1096,2192,1644,7596,Medium
Versing in River,ZHANG DAQIAN,Unknown,Unknown,32.4,68.0,2203.2,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,65762,87683,76722,124290,Premium
Eight-character Calligraphic Couplet in Clerical Script,TAI JINGNONG,Unknown,Unknown,66.8,15.9,1062.12,China,1903-1990,1903,1990,1946,Traditional Chinese Art,Traditional Chinese Painting,3288,5480,4384,4419,Low
Landscape in the Style of Shitao,ZHANG DAQIAN,Unknown,Unknown,133.0,51.2,6809.6,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,55240,Premium
Boating under Cliff in the Style of Shitao,ZHANG DAQIAN,Unknown,Unknown,151.5,71.3,10801.95,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,65762,175366,120564,113242,Premium
Calligraphic Couplet,ZHANG DAQIAN,Unknown,Unknown,137.0,35.0,4795.0,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,,
Landscape / Letter to Ruan Yicheng,ZHANG DAQIAN,Unknown,Unknown,39.0,30.0,1170.0,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,71242,93163,82202,,
Portrait of Bodhisattva,ZHANG DAQIAN,Unknown,Unknown,112.2,65.2,7315.44,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,416493,635700,526096,524781,Premium
Elegant Lotus,ZHANG DAQIAN,Unknown,Unknown,99.1,33.8,3349.58,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,109603,164405,137004,151910,Premium
Persimmons,ZHANG DAQIAN,Unknown,Unknown,69.4,41.0,2845.4,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,43841,54802,49321,117385,Premium
Scholar and Chrysanthemums,ZHANG DAQIAN,Unknown,Unknown,69.5,39.1,2717.45,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,54802,76722,65762,,
Strolling in Mountains,ZHANG DAQIAN,Unknown,Unknown,90.9,49.0,4454.1,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,87683,131524,109603,117385,Premium
Misty Landscape by the Lake,ZHANG DAQIAN,Unknown,Unknown,40.2,84.8,3408.96,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,274009,328810,301409,386681,Premium
Scholar and Attendant Carrying a Qin,ZHANG DAQIAN,Unknown,Unknown,133.1,67.3,8957.63,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,164405,219207,191806,262391,Premium
Symbols of Longevity,ZHANG DAQIAN,Unknown,Unknown,47.0,64.0,3008.0,China,1899-1983,1899,1983,1941,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,27620,High
Apricot Blossom and Parrot,YU FEI'AN,Unknown,Unknown,27.0,24.0,648.0,China,1888-1959,1888,1959,1924,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,,
Viewing Waterfall,HUANG JUNBI,Unknown,Unknown,53.0,89.5,4743.5,China,1898-1991,1898,1991,1944,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,8977,Medium
Viewing Waterfall in Autumn Mountains,HUANG JUNBI,Unknown,Unknown,91.0,182.5,16607.5,China,1898-1991,1898,1991,1944,Traditional Chinese Art,Traditional Chinese Painting,43841,65762,54801,,
Viewing Wild Geese Return,PU RU,Unknown,Unknown,24.7,24.7,610.09,China,1896-1963,1896,1963,1930,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,35906,High
Mountain Cloud,PU RU,Unknown,Unknown,24.9,24.5,610.05,China,1896-1963,1896,1963,1930,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,35906,High
Calligraphy in Regular Script / Autumn Scenery,PU RU,Unknown,Unknown,21.6,77.8,1680.48,China,1896-1963,1896,1963,1930,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,103575,Premium
Blossoms,ZHANG SHANZI,Unknown,Unknown,19.8,260.0,5148.0,China,1882-1940,1882,1940,1911,Traditional Chinese Art,Traditional Chinese Painting,32881,43841,38361,,
Horse Scratching,XU BEIHONG,Unknown,Unknown,128.5,75.3,9676.05,China,1895-1953,1895,1953,1924,Traditional Chinese Art,Traditional Chinese Painting,328810,548017,438413,621452,Premium
Standing Horse,XU BEIHONG,Unknown,Unknown,112.0,54.3,6081.6,China,1895-1953,1895,1953,1924,Traditional Chinese Art,Traditional Chinese Painting,241128,350731,295929,510971,Premium
Two Sparrows and Reeds,XU BEIHONG,Unknown,Unknown,44.0,55.5,2442.0,China,1895-1953,1895,1953,1924,Traditional Chinese Art,Traditional Chinese Painting,30689,41649,36169,41430,High
Magpie by Red Leaves,XU BEIHONG,Unknown,Unknown,79.0,33.7,2662.3,China,1895-1953,1895,1953,1924,Traditional Chinese Art,Traditional Chinese Painting,76722,98643,87682,96670,Premium
Appreciating Paintings under Trees,FU BAOSHI,Unknown,Unknown,47.3,66.3,3135.99,China,1904-1965,1904,1965,1934,Traditional Chinese Art,Traditional Chinese Painting,328810,548017,438413,483351,Premium
Reciting Poetry by the Willow Bank,FU BAOSHI,Unknown,Unknown,47.7,49.0,2337.3,China,1904-1965,1904,1965,1934,Traditional Chinese Art,Traditional Chinese Painting,197286,306890,252088,,
Evening on the Lake,RAO ZONGYI,Unknown,Unknown,136.1,34.7,4722.67,China,1917-2018,1917,2018,1968,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,11048,Medium
Bamboo and Rock,WU CHANGSHUO,Unknown,Unknown,164.1,40.1,6580.41,China,1844-1927,1844,1927,1886,Traditional Chinese Art,Traditional Chinese Painting,28497,39457,33977,30382,High
Flower and Calligraphy,WU CHANGSHUO,Unknown,Unknown,24.7,31.3,773.11,China,1844-1927,1844,1927,1886,Traditional Chinese Art,Traditional Chinese Painting,65762,109603,87682,151910,Premium
Calligraphy,HONGYI,Unknown,Unknown,27.5,32.5,893.75,China,1880-1942,1880,1942,1911,Traditional Chinese Art,Traditional Chinese Painting,32881,54802,43841,151910,Premium
Scholars Boating,SU MANSHU,Unknown,Unknown,55.4,30.0,1662.0,China,1884-1918,1884,1918,1901,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,,
Buddhas and Lady,LÜ FENGZI,Unknown,Unknown,85.0,33.5,2847.5,China,1886-1959,1886,1959,1922,Traditional Chinese Art,Traditional Chinese Painting,10960,16441,13700,35906,High
Four Arhats,LÜ FENGZI,Unknown,Unknown,69.0,116.0,8004.0,China,1886-1959,1886,1959,1922,Traditional Chinese Art,Traditional Chinese Painting,16441,27401,21921,,
Pines and Clouds on Mount Huang,SONG WENZHI,Unknown,Unknown,70.7,44.4,3139.08,China,1919-1999,1919,1999,1959,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,8977,Medium
Waterfall by the Old Pine,WEI ZIXI,Unknown,Unknown,90.6,48.0,4348.8,China,1915-2002,1915,2002,1958,Traditional Chinese Art,Traditional Chinese Painting,3288,5480,4384,6629,Medium
Mountains and Running Streams,LU YANSHAO,Unknown,Unknown,67.3,45.7,3075.61,China,1909-1993,1909,1993,1951,Traditional Chinese Art,Traditional Chinese Painting,21921,32881,27401,35906,High
Calligraphy in Running Script,HONGYI,Unknown,Unknown,39.0,33.5,1306.5,China,1880-1942,1880,1942,1911,Traditional Chinese Art,Traditional Chinese Painting,10960,21921,16440,13810,Medium
Calligraphy,SHEN YINMO,Unknown,Unknown,33.8,97.8,3305.64,China,1887-1971,1887,1971,1929,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,6629,Medium
Calligraphy in Running Script,SHEN YINMO,Unknown,Unknown,130.0,33.0,4290.0,China,1887-1971,1887,1971,1929,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,20715,High
Calligraphic Couplet,SHEN ZENGZHI,Unknown,Unknown,143.0,34.0,4862.0,China,1850-1922,1850,1922,1886,Traditional Chinese Art,Traditional Chinese Painting,6576,8768,7672,8977,Medium
Rubbing of the Stone Sculpture of the Heavenly Guardian,JI CHONGJIAN,Unknown,Unknown,122.0,58.5,7137.0,China,B. 1955,1955,,1955,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,27620,High
Dancing Cranes,LIN HUKUI,Unknown,Unknown,96.0,126.0,12096.0,China,"LAM WU-FUI, B. 1945",1945,,1945,Traditional Chinese Art,Traditional Chinese Painting,28497,38361,33429,55240,Premium
Leopard on Pine,LIU MENGKUAN,Unknown,Unknown,84.0,187.0,15708.0,China,B. 1950,1950,,1950,Traditional Chinese Art,Traditional Chinese Painting,17537,28497,23017,23477,High
View from Clear Water Bay Studio,WONG HAU KWEI,Unknown,Unknown,58.0,140.0,8120.0,China,"HUANG XIAOKUI, B. 1946",1946,,1946,Traditional Chinese Art,Traditional Chinese Painting,7672,9864,8768,8977,Medium
Untrammeled Vision of Lotus (7),LOUIS MAK,Unknown,Unknown,95.0,60.0,5700.0,China,"MAI LUOWU, B. 1946",1946,,1946,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,13120,Medium
Lotus at the Window,SIU FUN KEE,Unknown,Unknown,76.5,56.5,4322.25,China,"XIAO FENQI, B.1975",1975,,1975,Traditional Chinese Art,Traditional Chinese Painting,8768,13152,10960,11048,Medium
Self-Portrait in a Fur Cap: Bust,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,6.2,5.2,32.24,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,27605,High
"Self-Portrait open-mouthed, as if shouting: Bust",REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,7.9,6.7,52.93,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,15982,Medium
Self-Portrait with long bushy Hair: Head only,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,6.2,5.5,34.1,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,11531,17296,14413,18888,Medium
Self-Portrait in a Cap and dark Cloak: Bust,REMBRANDT HARMENSZ. VAN RIJN AND WORKSHOP,Unknown,Unknown,7.0,6.4,44.8,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,15982,Medium
The Artist's Mother with her Hand on her Chest,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,9.4,6.9,64.86,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,7991,Medium
Self-Portrait in a Cap and Scarf with the Face dark: Bust,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,14.2,11.4,161.88,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,65381,Premium
"The Artist's Mother in a Cloth Headdress, looking down: Head only",REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,4.2,4.0,16.8,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,10170,Medium
"Three Heads of Women, one lightly etched",REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,12.9,10.4,134.16,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,20341,High
Saint Catherine ('The Little Jewish Bride'),REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,11.3,8.0,90.4,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,24699,High
'The Great Jewish Bride',REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,22.0,17.0,374.0,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,17296,28827,23061,46493,High
Self-Portrait in a flat Cap and embroidered Dress,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,10.1,6.8,68.68,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,20756,28827,24791,72645,Premium
Sick Woman with a large white Headdress (Saskia),REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,6.5,5.6,36.4,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,6919,9225,8072,6538,Medium
Medea: or The Marriage of Jason and Creusa,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,23.6,16.8,396.48,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,40358,57655,49006,79910,Premium
Abraham entertaining the Angels,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,16.3,13.3,216.79,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,69186,92248,80717,174348,Premium
Joseph telling his Dreams,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,11.5,8.8,101.2,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,17296,28827,23061,43587,High
Joseph and Potiphar's Wife,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,9.6,12.0,115.2,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,13803,Medium
The Blindness of Tobit: the larger Plate,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,16.8,13.4,225.12,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,17296,28827,23061,46493,High
The Flight into Egypt: small Plate,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,9.4,6.7,62.98,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,5765,8072,6918,31964,High
The Flight into Egypt: a Night Piece,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,12.9,11.1,143.19,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,34593,57655,46124,138026,Premium
The Circumcision in the Stable,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,10.6,14.8,156.88,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,6919,9225,8072,26152,High
The Circumcision in the Stable,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,9.7,14.5,140.65,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,20341,High
The Holy Family,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,10.2,7.6,77.52,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,9225,13837,11531,11623,Medium
The Presentation in the Temple: Oblong Print,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,22.7,30.6,694.62,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,3459,5765,4612,13076,Medium
Christ disputing with the Doctors: a Sketch,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,13.2,22.1,291.72,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,28827,40358,34592,29058,High
Christ returning from the Temple with his Parents,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,10.4,15.2,158.08,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,46124,69186,57655,50852,High
Christ and the Woman of Samaria: an arched Print,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,12.4,16.1,199.64,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,34593,57655,46124,181613,Premium
Christ before Pilate: large Plate,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,54.9,44.7,2454.03,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,28827,40358,34592,127855,Premium
Christ presented to the People ('Ecce Homo'),REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,36.3,45.5,1651.65,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,115310,172964,144137,145290,Premium
Christ crucified between the two Thieves: 'The Three Crosses',REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,38.7,45.1,1745.37,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,922477,1383716,1153096,1441371,Premium
Christ crucified between the two Thieves: an oval Plate,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,14.0,10.2,142.8,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,9225,13837,11531,18888,Medium
The Descent from the Cross: a Sketch,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,15.1,11.9,179.69,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,13837,20756,17296,50852,High
The Entombment,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,21.3,16.3,347.19,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,115310,172964,144137,493987,Premium
Peter and John healing the Cripple at the Gate of the Temple,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,18.1,21.9,396.39,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,28827,40358,34592,31964,High
The Death of the Virgin,REMBRANDT HARMENSZ. VAN RIJN,Unknown,Unknown,42.1,32.3,1359.83,Unknown,1606-1669,1606,1669,1638,Graphic,Portrait,17296,28827,23061,79910,Premium
